Game,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,id
The Last Story,Role-Playing,0.32,0.13,0.18,0.04,0.68,3475
The Last of Us,Action,2.095,2.075,0.17500000000000002,0.915,5.27,3476
The Legend of Heroes: Trails in the Sky First Chapter,Role-Playing,0.0,0.0,0.04,0.0,0.04,3477
The Legend of Heroes: Trails in the Sky Second Chapter,Role-Playing,0.0,0.0,0.02,0.0,0.02,3478
The Legend of Heroes: Trails in the Sky Third Chapter,Role-Playing,0.0,0.0,0.01,0.0,0.01,3479
The Legend of Heroes: Trails of Cold Steel,Role-Playing,0.05,0.04,0.12,0.02,0.22,3480
The Legend of Heroes: Trails of Cold Steel II,Role-Playing,0.01,0.0,0.11,0.0,0.12,3481
The Legend of Spyro: Dawn of the Dragon,Platform,0.23333333333333336,0.16666666666666666,0.0,0.05333333333333334,0.45333333333333337,3482
The Legend of Spyro: The Eternal Night,Platform,0.18,0.02,0.0,0.02,0.22,3483
The Legend of Zelda: Skyward Sword,Action,2.14,1.2,0.37,0.4,4.1,3484
The Legend of Zelda: The Wind Waker,Action,0.93,0.57,0.14,0.13,1.77,3485
The Legend of Zelda: Twilight Princess,Action,3.83,2.19,0.6,0.7,7.31,3486
The Legend of Zelda: Twilight Princess HD,Action,0.48,0.3,0.08,0.08,0.94,3487
The Lord of the Rings Online: Mines of Moria,Role-Playing,0.0,0.02,0.0,0.0,0.02,3488
The Lord of the Rings: Aragorn's Quest,Action,0.135,0.045,0.0,0.02,0.20500000000000002,3489
The Lord of the Rings: Conquest,Action,0.25,0.16333333333333333,0.0,0.06,0.4766666666666666,3490
The Lord of the Rings: The Battle for Middle-Earth,Strategy,0.01,0.06,0.0,0.01,0.08,3491
The Lord of the Rings: The Battle for Middle-Earth II,Strategy,0.005,0.030000000000000002,0.0,0.005,0.04,3492
The Lord of the Rings: The Fellowship of the Ring,Action,0.31,0.19,0.0,0.03,0.53,3493
The Lord of the Rings: The Return of the King,Action,0.71,0.38,0.0,0.05,1.14,3494
The Lord of the Rings: The Two Towers,Action,0.45,0.24,0.0,0.03,0.71,3495
The Lord of the Rings: War in the North,Action,0.04,0.11,0.0,0.03,0.18,3496
The Lost Chronicles of Zerzura,Adventure,0.0,0.05,0.0,0.01,0.06,3497
The Matrix: Path of Neo,Action,0.23,0.07,0.0,0.01,0.31,3498
The Monkey King: The Legend Begins,Shooter,0.04,0.0,0.0,0.0,0.04,3499
The Movies,Simulation,0.01,0.03,0.0,0.01,0.04,3500
The Mummy: Tomb of the Dragon Emperor,Action,0.08,0.0,0.0,0.01,0.09,3501
The Munchables,Action,0.17,0.0,0.0,0.01,0.19,3502
The Naked Brothers Band: The Video Game,Misc,0.19,0.0,0.0,0.01,0.21,3503
The Next BIG Thing,Adventure,0.0,0.05,0.0,0.01,0.06,3504
The Night of the Rabbit,Adventure,0.0,0.03,0.0,0.0,0.04,3505
The Orange Box,Shooter,0.4566666666666667,0.41333333333333333,0.006666666666666667,0.14,1.0166666666666668,3506
The Order: 1886,Shooter,0.61,0.78,0.06,0.27,1.72,3507
The Oregon Trail,Simulation,0.15,0.0,0.0,0.01,0.15,3508
The Outfit,Action,0.21,0.02,0.0,0.02,0.25,3509
The Peanuts Movie: Snoopy's Grand Adventure,Action,0.0,0.02,0.0,0.0,0.03,3510
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Action,0.05333333333333334,0.03,0.0,0.01,0.09666666666666668,3511
The Price is Right,Misc,0.77,0.0,0.0,0.06,0.83,3512
The Price is Right 2010 Edition,Misc,0.22,0.0,0.0,0.02,0.24,3513
The Price is Right: Decades,Misc,0.11499999999999999,0.0,0.0,0.01,0.12,3514
The Princess and the Frog,Platform,0.29,0.13,0.0,0.04,0.47,3515
The Punisher,Action,0.22,0.06,0.0,0.01,0.29,3516
The Rise of the Argonauts,Role-Playing,0.02666666666666667,0.08333333333333333,0.0,0.013333333333333334,0.12333333333333334,3517
The Saboteur,Action,0.15333333333333335,0.16,0.0,0.04666666666666667,0.3566666666666667,3518
The Secret Saturdays: Beasts of the 5th Sun,Action,0.09,0.0,0.0,0.01,0.1,3519
The Secret World,Role-Playing,0.07,0.08,0.0,0.02,0.17,3520
The Settlers 7: Paths to a Kingdom,Strategy,0.0,0.26,0.0,0.06,0.32,3521
The Settlers II 10th Anniversary,Action,0.0,0.02,0.0,0.0,0.03,3522
The Settlers IV,Strategy,0.0,0.02,0.0,0.0,0.02,3523
The Settlers: Rise of an Empire,Strategy,0.01,0.01,0.0,0.0,0.02,3524
The Shoot,Shooter,0.13,0.16,0.01,0.06,0.35,3525
The Simpsons Game,Action,0.4566666666666667,0.41333333333333333,0.0,0.12333333333333334,0.9966666666666667,3526
The Simpsons: Hit & Run,Racing,0.7,0.58,0.0,0.07,1.35,3527
The Simpsons: Road Rage,Racing,0.78,0.26,0.0,0.01,1.05,3528
The Sims,Simulation,0.16,0.065,0.0,0.01,0.235,3529
The Sims 2,Simulation,0.105,0.145,0.0,0.030000000000000002,0.275,3530
The Sims 2: Apartment Life,Simulation,0.0,0.07,0.0,0.02,0.09,3531
The Sims 2: Bon Voyage,Simulation,0.01,0.01,0.0,0.0,0.03,3532
The Sims 2: Castaway,Simulation,0.45,0.64,0.0,0.14,1.23,3533
The Sims 2: Family Fun Stuff,Simulation,0.0,0.01,0.0,0.0,0.02,3534
The Sims 2: Glamour Life Stuff,Simulation,0.0,0.03,0.0,0.01,0.03,3535
The Sims 2: Happy Holiday Stuff,Simulation,0.01,0.01,0.0,0.0,0.02,3536
The Sims 2: Ikea Home Stuff,Simulation,0.0,0.07,0.0,0.02,0.08,3537
The Sims 2: Nightlife,Simulation,1.22,0.05,0.0,0.0,1.27,3538
The Sims 2: Open for Business,Simulation,0.46,0.05,0.0,0.0,0.52,3539
The Sims 2: Pets,Simulation,0.215,0.025,0.0,0.025,0.26,3540
The Sims 2: Seasons,Simulation,0.01,0.04,0.0,0.01,0.07,3541
The Sims 2: University,Simulation,0.01,0.04,0.0,0.01,0.06,3542
The Sims 3,Simulation,0.8975,2.245,0.005,0.35,3.4975,3543
The Sims 3: Ambitions,Simulation,0.0,0.29,0.0,0.18,0.47,3544
The Sims 3: Barnacle Bay,Simulation,0.07,0.0,0.0,0.01,0.07,3545
The Sims 3: Fast Lane Stuff,Simulation,0.01,0.05,0.0,0.02,0.08,3546
The Sims 3: Generations,Simulation,0.4,0.23,0.0,0.0,0.63,3547
The Sims 3: High-End Loft Stuff,Simulation,0.01,0.53,0.0,0.12,0.67,3548
The Sims 3: Late Night Expansion Pack,Simulation,0.59,0.87,0.0,0.25,1.71,3549
The Sims 3: Outdoor Living Stuff,Simulation,0.0,0.38,0.0,0.09,0.47,3550
The Sims 3: Seasons,Simulation,0.0,0.13,0.0,0.03,0.17,3551
The Sims 3: Town Life Stuff,Simulation,0.11,0.17,0.0,0.05,0.34,3552
The Sims 3: World Adventures,Simulation,0.02,0.18,0.0,0.39,0.58,3553
The Sims 4,Simulation,0.96,1.72,0.0,0.29,2.97,3554
The Sims 4: Get Together,Simulation,0.05,0.13,0.0,0.01,0.19,3555
The Sims 4: Luxury Party Stuff,Simulation,0.0,0.01,0.0,0.0,0.02,3556
The Sims 4: Spa Day,Simulation,0.0,0.04,0.0,0.0,0.04,3557
The Sims Deluxe,Simulation,0.01,0.02,0.0,0.01,0.04,3558
The Sims Medieval: Pirates and Nobles,Simulation,0.05,0.08,0.0,0.02,0.15,3559
The Sims: Bustin' Out,Simulation,0.4,0.14,0.0,0.02,0.56,3560
The Sims: Complete Collection,Simulation,0.01,0.01,0.0,0.0,0.02,3561
The Sims: Hot Date,Simulation,1.81,0.0,0.0,0.0,1.82,3562
The Sims: House Party,Simulation,1.23,0.83,0.0,0.1,2.16,3563
The Sims: Livin Large,Misc,1.67,1.18,0.0,0.13,2.99,3564
The Sims: Makin' Magic,Simulation,1.03,0.8,0.0,0.09,1.92,3565
The Sims: Medieval,Simulation,0.27,0.32,0.0,0.1,0.69,3566
The Sims: Superstar,Simulation,1.67,0.0,0.0,0.0,1.68,3567
The Sims: Unleashed,Simulation,2.03,1.56,0.0,0.17,3.76,3568
The Sims: Vacation,Simulation,1.72,1.21,0.0,0.14,3.07,3569
The Sky Crawlers: Innocent Aces,Simulation,0.09,0.02,0.01,0.01,0.13,3570
The Sly Collection,Platform,0.52,0.09,0.01,0.07,0.69,3571
The Smurfs 2,Platform,0.0225,0.0725,0.0,0.0125,0.10749999999999998,3572
The Smurfs: Dance Party,Misc,0.22,0.04,0.0,0.02,0.29,3573
The Spiderwick Chronicles,Action,0.13,0.01,0.0,0.01,0.15,3574
The SpongeBob SquarePants Movie,Platform,0.4,0.12,0.0,0.02,0.54,3575
The Stronghold Collection,Strategy,0.03,0.08,0.0,0.02,0.13,3576
The Suffering,Action,0.16,0.05,0.0,0.01,0.22,3577
The Suffering: Ties That Bind,Action,0.07,0.02,0.0,0.0,0.09,3578
The Tale of Despereaux,Platform,0.04,0.0,0.0,0.0,0.04,3579
The Talos Principle,Puzzle,0.0,0.02,0.0,0.0,0.02,3580
The Technomancer,Role-Playing,0.006666666666666667,0.016666666666666666,0.0,0.0033333333333333335,0.02666666666666667,3581
The Terminator: Dawn of Fate,Action,0.11,0.03,0.0,0.01,0.15,3582
The Testament of Sherlock Holmes,Adventure,0.016666666666666666,0.07666666666666666,0.0,0.02333333333333333,0.11666666666666668,3583
The Thing,Adventure,0.15,0.04,0.0,0.01,0.2,3584
The Tomb Raider Trilogy,Action,0.27,0.5,0.0,0.17,0.94,3585
The Train Giant,Strategy,0.0,0.01,0.0,0.0,0.01,3586
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,Puzzle,0.01,0.0,0.0,0.0,0.01,3587
The Ultimate Battle of the Sexes,Misc,0.01,0.01,0.0,0.0,0.01,3588
The Ultimate Red Ball Challenge,Misc,0.0,0.19,0.0,0.01,0.2,3589
The Urbz: Sims in the City,Simulation,0.22,0.11,0.0,0.01,0.34,3590
The Voice,Action,0.05666666666666667,0.0,0.0,0.006666666666666667,0.06333333333333332,3591
The Void,Adventure,0.0,0.03,0.0,0.01,0.03,3592
The Walking Dead: Season One,Adventure,0.23000000000000004,0.146,0.008,0.052000000000000005,0.43599999999999994,3593
The Walking Dead: Season Two,Adventure,0.0775,0.075,0.0025,0.024999999999999998,0.18,3594
The Walking Dead: Survival Instinct,Shooter,0.2733333333333333,0.10666666666666669,0.0,0.04666666666666667,0.43,3595
The Warriors,Action,0.21,0.06,0.0,0.01,0.28,3596
The Whispered World,Adventure,0.0,0.08,0.0,0.02,0.1,3597
The Witch and the Hundred Knight,Role-Playing,0.04,0.015,0.07500000000000001,0.01,0.14,3598
The Witcher,Role-Playing,0.0,0.05,0.0,0.01,0.06,3599
The Witcher 2: Assassins of Kings,Action,0.365,0.46,0.01,0.11499999999999999,0.95,3600
The Witcher 3: Wild Hunt,Role-Playing,0.6066666666666667,0.9633333333333333,0.06999999999999999,0.24000000000000002,1.88,3601
The Witcher: Enhanced Edition,Role-Playing,0.32,0.01,0.0,0.0,0.32,3602
The Wolf Among Us,Adventure,0.052500000000000005,0.037500000000000006,0.0,0.015000000000000001,0.105,3603
The Wonderful 101,Action,0.2,0.1,0.08,0.03,0.41,3604
The X-Factor,Misc,0.0,0.15666666666666668,0.0,0.02666666666666667,0.18666666666666668,3605
Theatre Of War,Strategy,0.0,0.01,0.0,0.0,0.01,3606
Thief (2014),Action,0.156,0.188,0.01,0.06600000000000002,0.42000000000000004,3607
Thief: Deadly Shadows,Action,0.13,0.04,0.0,0.01,0.17,3608
This War of Mine,Action,0.0,0.01,0.0,0.0,0.02,3609
Thomas & Friends: Hero of the Rails,Misc,0.0,0.02,0.0,0.0,0.02,3610
Thor: God of Thunder,Action,0.09000000000000001,0.04666666666666667,0.0,0.013333333333333334,0.15333333333333332,3611
Thrillville: Off the Rails,Strategy,0.26,0.02,0.0,0.02,0.305,3612
Tiger Woods PGA Tour 06,Sports,0.315,0.055,0.0,0.02,0.395,3613
Tiger Woods PGA Tour 07,Sports,0.29333333333333333,0.056666666666666664,0.0,0.04,0.38999999999999996,3614
Tiger Woods PGA Tour 08,Sports,0.5499999999999999,0.14,0.0,0.08666666666666667,0.77,3615
Tiger Woods PGA Tour 09,Sports,0.345,0.225,0.0,0.085,0.655,3616
Tiger Woods PGA Tour 09 All-Play,Sports,0.81,0.48,0.0,0.14,1.43,3617
Tiger Woods PGA Tour 10,Sports,0.47333333333333333,0.2733333333333334,0.0,0.09666666666666666,0.8433333333333334,3618
Tiger Woods PGA Tour 11,Sports,0.2966666666666667,0.26666666666666666,0.0,0.08,0.6433333333333333,3619
Tiger Woods PGA Tour 12: The Masters,Sports,0.3766666666666667,0.18666666666666668,0.0,0.06666666666666667,0.6333333333333333,3620
Tiger Woods PGA Tour 13,Sports,0.265,0.2,0.0,0.065,0.53,3621
Tiger Woods PGA Tour 14,Sports,0.185,0.14,0.0,0.05,0.375,3622
Tiger Woods PGA Tour 2003,Sports,0.35,0.08,0.0,0.01,0.44,3623
Tiger Woods PGA Tour 2004,Sports,0.47,0.13,0.0,0.02,0.62,3624
Tiger Woods PGA Tour 2005,Sports,0.32,0.095,0.0,0.015,0.43,3625
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Adventure,0.06,0.02,0.0,0.0,0.09,3626
Time Crisis 4,Shooter,0.32,0.33,0.05,0.14,0.84,3627
Time Crisis: Razing Storm,Shooter,0.18,0.21,0.07,0.08,0.55,3628
Time Leap,Adventure,0.0,0.0,0.01,0.0,0.01,3629
Time and Eternity,Role-Playing,0.06,0.03,0.06,0.02,0.17,3630
TimeShift,Shooter,0.17,0.01,0.0,0.013333333333333334,0.19333333333333333,3631
TimeSplitters 2,Shooter,0.29,0.33,0.0,0.01,0.64,3632
TimeSplitters: Future Perfect,Shooter,0.12,0.03,0.0,0.01,0.16,3633
Titan Quest,Role-Playing,0.01,0.04,0.0,0.01,0.06,3634
Titanfall,Shooter,0.9733333333333333,0.4933333333333334,0.02,0.13333333333333333,1.6199999999999999,3635
Titanic Mystery,Puzzle,0.02,0.0,0.0,0.0,0.02,3636
To Heart 2 DX Plus,Adventure,0.0,0.0,0.05,0.0,0.05,3637
ToeJam & Earl III: Mission to Earth,Action,0.09,0.02,0.0,0.0,0.11,3638
Tokyo Jungle,Action,0.0,0.0,0.26,0.0,0.26,3639
Tokyo Twilight Ghost Hunters,Role-Playing,0.03,0.0,0.02,0.01,0.06,3640
Tokyo Xanadu eX+,Role-Playing,0.0,0.0,0.02,0.0,0.02,3641
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),Shooter,0.0,0.0,0.01,0.0,0.01,3642
Tom Clancy's Classic Trilogy,Shooter,0.07,0.02,0.0,0.0,0.1,3643
Tom Clancy's EndWar,Strategy,0.3,0.16,0.006666666666666667,0.06333333333333334,0.5266666666666667,3644
Tom Clancy's Ghost Recon,Shooter,0.67,0.23500000000000001,0.0,0.04,0.95,3645
Tom Clancy's Ghost Recon 2,Shooter,0.86,0.45,0.0,0.06,1.36,3646
Tom Clancy's Ghost Recon 2: Summit Strike,Shooter,0.29,0.08,0.0,0.01,0.39,3647
Tom Clancy's Ghost Recon Advanced Warfighter,Shooter,0.8049999999999999,0.065,0.01,0.055,0.935,3648
Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,0.605,0.265,0.02,0.135,1.03,3649
Tom Clancy's Ghost Recon: Future Soldier,Shooter,0.4633333333333334,0.27666666666666667,0.03666666666666667,0.09000000000000001,0.8666666666666667,3650
Tom Clancy's Ghost Recon: Island Thunder,Shooter,0.61,0.24,0.0,0.03,0.87,3651
Tom Clancy's HAWX,Action,0.17333333333333334,0.1466666666666667,0.023333333333333334,0.05333333333333334,0.39666666666666667,3652
Tom Clancy's HAWX 2,Action,0.13,0.06999999999999999,0.01,0.024999999999999998,0.23500000000000001,3653
Tom Clancy's Rainbow Six 3,Shooter,0.91,0.57,0.0,0.07,1.55,3654
Tom Clancy's Rainbow Six 3: Black Arrow,Shooter,0.99,0.12,0.0,0.02,1.13,3655
Tom Clancy's Rainbow Six: Lockdown,Shooter,0.26,0.13,0.0,0.02,0.41,3656
Tom Clancy's Rainbow Six: Siege,Shooter,0.4633333333333334,0.5599999999999999,0.043333333333333335,0.15333333333333335,1.22,3657
Tom Clancy's Rainbow Six: Vegas,Shooter,0.78,0.5900000000000001,0.025,0.21000000000000002,1.605,3658
Tom Clancy's Rainbow Six: Vegas 2,Shooter,0.7400000000000001,0.36000000000000004,0.02,0.14666666666666667,1.2633333333333334,3659
Tom Clancy's Splinter Cell,Action,1.85,1.04,0.0,0.13,3.02,3660
Tom Clancy's Splinter Cell Classic Trilogy HD,Action,0.02,0.0,0.0,0.0,0.02,3661
Tom Clancy's Splinter Cell Trilogy,Action,0.0,0.1,0.0,0.03,0.12,3662
Tom Clancy's Splinter Cell: Blacklist,Action,0.25,0.2375,0.017499999999999998,0.07500000000000001,0.5700000000000001,3663
Tom Clancy's Splinter Cell: Chaos Theory,Action,0.68,0.38,0.0,0.05,1.11,3664
Tom Clancy's Splinter Cell: Conviction,Action,0.6,0.355,0.02,0.105,1.085,3665
Tom Clancy's Splinter Cell: Double Agent,Action,0.32333333333333336,0.03,0.0033333333333333335,0.03333333333333333,0.38999999999999996,3666
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,0.82,0.59,0.0,0.07,1.48,3667
Tom Clancy's The Division,Shooter,0.8933333333333334,0.79,0.049999999999999996,0.26,1.9966666666666664,3668
Tomb Raider (2013),Action,0.5675,0.7575000000000001,0.0375,0.24750000000000003,1.6099999999999999,3669
Tomb Raider: Anniversary,Action,0.08,0.2966666666666667,0.0,0.05666666666666667,0.43333333333333335,3670
Tomb Raider: Legend,Action,0.12333333333333334,0.04,0.0033333333333333335,0.01,0.18000000000000002,3671
Tomb Raider: Underworld,Action,0.28,0.3325,0.015000000000000001,0.10250000000000001,0.7275,3672
Tony Hawk's American Wasteland,Sports,0.34,0.11,0.0,0.03,0.47,3673
Tony Hawk's Pro Skater 2x,Sports,0.41,0.19,0.0,0.03,0.63,3674
Tony Hawk's Pro Skater 3,Sports,0.34,0.18,0.0,0.02,0.55,3675
Tony Hawk's Pro Skater 4,Sports,0.59,0.3,0.0,0.04,0.93,3676
Tony Hawk's Pro Skater 5,Sports,0.06749999999999999,0.025,0.0,0.015000000000000001,0.11,3677
Tony Hawk's Project 8,Sports,0.37,0.125,0.005,0.07,0.56,3678
Tony Hawk's Proving Ground,Sports,0.3566666666666667,0.02666666666666667,0.0,0.03666666666666667,0.42,3679
Tony Hawk's Underground,Sports,0.85,0.37,0.0,0.05,1.27,3680
Tony Hawk's Underground 2,Sports,0.48,0.24,0.0,0.03,0.75,3681
Tony Hawk: RIDE,Sports,0.5133333333333333,0.14,0.0,0.07,0.7200000000000001,3682
Tony Hawk: Shred,Sports,0.25333333333333335,0.08333333333333333,0.0,0.03333333333333333,0.3666666666666667,3683
Too Human,Role-Playing,0.38,0.3,0.03,0.08,0.79,3684
Top Gear RPM Tuning,Racing,0.01,0.0,0.0,0.0,0.02,3685
Top Gun,Simulation,0.06,0.0,0.0,0.01,0.07,3686
Top Gun: Hard Lock,Action,0.015,0.025,0.0,0.005,0.045,3687
Top Shot Arcade,Shooter,0.13,0.0,0.0,0.01,0.14,3688
Top Spin,Sports,0.36,0.08,0.0,0.02,0.46,3689
Top Spin 2,Sports,0.15,0.01,0.0,0.01,0.17,3690
Top Spin 3,Action,0.10666666666666665,0.38000000000000006,0.0,0.08666666666666667,0.5733333333333333,3691
Top Spin 4,Sports,0.12333333333333334,0.24,0.0,0.06666666666666667,0.42999999999999994,3692
Torchlight,Role-Playing,0.0,0.06,0.0,0.02,0.07,3693
Torino 2006,Sports,0.03,0.01,0.0,0.0,0.04,3694
Tork: Prehistoric Punk,Platform,0.02,0.01,0.0,0.0,0.03,3695
Tornado Outbreak,Action,0.08333333333333333,0.0,0.0,0.01,0.09333333333333334,3696
Toro to Morimori,Misc,0.0,0.0,0.01,0.0,0.01,3697
Total Immersion Racing,Racing,0.02,0.01,0.0,0.0,0.02,3698
Total Overdose: A Gunslinger's Tale in Mexico,Shooter,0.02,0.01,0.0,0.0,0.02,3699
Total War Attila: Tyrants & Kings,Strategy,0.0,0.01,0.0,0.0,0.01,3700
Total War: Attila,Strategy,0.09,0.13,0.0,0.02,0.23,3701
Total War: Rome II,Strategy,0.12,0.53,0.0,0.11,0.76,3702
Total War: Shogun 2,Strategy,0.19,0.31,0.0,0.09,0.59,3703
Total War: Shogun 2 - Fall of the Samurai,Strategy,0.07,0.1,0.0,0.03,0.2,3704
Total War: WARHAMMER,Strategy,0.0,0.1,0.0,0.01,0.1,3705
Totaled!,Racing,0.05,0.02,0.0,0.0,0.07,3706
Totally Spies! Totally Party,Misc,0.045,0.015,0.0,0.005,0.07,3707
Touch Shot! Love Application,Adventure,0.0,0.0,0.03,0.0,0.03,3708
Touhou Genso Rondo: Bullet Ballet,Shooter,0.01,0.0,0.0,0.0,0.02,3709
Toukiden 2,Action,0.0,0.0,0.05,0.0,0.05,3710
Toukiden Kiwami,Action,0.05,0.07,0.02,0.02,0.17,3711
Tour de France 2014,Sports,0.0,0.025,0.0,0.0,0.025,3712
Tournament Pool,Sports,0.1,0.0,0.0,0.01,0.11,3713
Tournament of Legends,Fighting,0.04,0.02,0.0,0.01,0.07,3714
Toxic Grind,Sports,0.02,0.0,0.0,0.0,0.02,3715
Toy Soldiers: War Chest,Action,0.055,0.0,0.0,0.01,0.060000000000000005,3716
Toy Story 3: The Video Game,Action,0.5199999999999999,0.4466666666666667,0.0,0.12666666666666668,1.0999999999999999,3717
Toy Story Mania!,Misc,1.06,0.67,0.0,0.18,1.92,3718
TrackMania Turbo,Action,0.016666666666666666,0.09333333333333334,0.0,0.016666666666666666,0.13,3719
TrackMania: Build to Race,Racing,0.1,0.11,0.0,0.03,0.24,3720
Train Simulator 2016,Simulation,0.0,0.04,0.0,0.0,0.04,3721
Transformer: Rise of the Dark Spark,Action,0.062,0.052000000000000005,0.004,0.019999999999999997,0.13799999999999998,3722
Transformers: Cybertron Adventures,Action,0.15,0.1,0.0,0.03,0.28,3723
Transformers: Dark of the Moon,Action,0.11333333333333333,0.13,0.0,0.04,0.27999999999999997,3724
Transformers: Devastation,Action,0.05600000000000001,0.046,0.0,0.016,0.11599999999999999,3725
Transformers: Fall of Cybertron,Action,0.16,0.09333333333333334,0.0,0.036666666666666674,0.2866666666666667,3726
Transformers: Prime,Action,0.045,0.02,0.0,0.005,0.08,3727
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Shooter,0.22000000000000003,0.1825,0.0,0.057499999999999996,0.46,3728
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Action,0.45,0.04,0.0033333333333333335,0.043333333333333335,0.5333333333333333,3729
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",Shooter,0.20666666666666667,0.11333333333333333,0.0,0.043333333333333335,0.36666666666666664,3730
Transworld Snowboarding,Sports,0.07,0.02,0.0,0.0,0.09,3731
Trapped Dead,Strategy,0.0,0.02,0.0,0.0,0.02,3732
Trauma Center: New Blood,Simulation,0.22,0.04,0.01,0.03,0.3,3733
Trauma Center: Second Opinion,Simulation,0.28,0.02,0.03,0.03,0.35,3734
Trials Fusion,Racing,0.08333333333333333,0.11333333333333333,0.0033333333333333335,0.03333333333333333,0.2333333333333333,3735
Trigger Man,Shooter,0.03,0.01,0.0,0.0,0.05,3736
Trine,Action,0.0,0.01,0.0,0.0,0.01,3737
Trine 2,Platform,0.0,0.03,0.0,0.005,0.035,3738
Trinity Universe,Role-Playing,0.07,0.06,0.03,0.02,0.18,3739
Triple Crown Championship Snowboarding,Sports,0.02,0.0,0.0,0.0,0.02,3740
Triple Pack: Xbox Live Arcade Compilation,Misc,0.03,0.0,0.0,0.0,0.03,3741
Triple Play 2002,Sports,0.19,0.05,0.0,0.01,0.25,3742
Trivial Pursuit,Misc,0.15,0.21333333333333335,0.0,0.053333333333333344,0.41333333333333333,3743
Trivial Pursuit unhinged,Misc,0.07,0.02,0.0,0.0,0.09,3744
Trivial Pursuit: Bet You Know It,Misc,0.1,0.04,0.0,0.01,0.16,3745
Tron 2.0: Killer App,Action,0.04,0.01,0.0,0.0,0.06,3746
Tropico 3,Strategy,0.075,0.03,0.015,0.015,0.135,3747
Tropico 3: Gold Edition,Strategy,0.0,0.01,0.0,0.0,0.01,3748
Tropico 4,Strategy,0.1,0.13,0.0,0.04,0.27,3749
Tropico 4: Modern Times,Strategy,0.0,0.02,0.0,0.0,0.02,3750
Tropico 5,Simulation,0.03333333333333333,0.09333333333333332,0.016666666666666666,0.02,0.16333333333333333,3751
Tropico Reloaded,Strategy,0.0,0.02,0.0,0.0,0.02,3752
Truck Racer,Racing,0.0,0.01,0.0,0.0,0.02,3753
True Crime: New York City,Action,0.21,0.06,0.0,0.01,0.28,3754
True Crime: Streets of LA,Action,0.96,0.37,0.0,0.05,1.38,3755
Truth or Lies,Misc,0.05666666666666667,0.03333333333333333,0.0,0.01,0.10000000000000002,3756
Tsukigime Ranko's Longest Day,Action,0.0,0.01,0.0,0.0,0.01,3757
Turbo Trainz,Racing,0.0,0.01,0.0,0.0,0.01,3758
Turbo: Super Stunt Squad,Sports,0.0,0.017499999999999998,0.0,0.0,0.02,3759
Turning Point: Fall of Liberty,Shooter,0.22,0.025,0.0,0.02,0.27,3760
Turok,Action,0.27,0.14666666666666667,0.006666666666666667,0.05666666666666667,0.48000000000000004,3761
Turok: Evolution,Shooter,0.39,0.14,0.0,0.02,0.55,3762
Twin Strike: Operation Thunder,Shooter,0.04,0.0,0.0,0.0,0.04,3763
Twisted Metal (2012),Action,0.67,0.07,0.0,0.07,0.82,3764
Twister Mania,Misc,0.1,0.01,0.0,0.01,0.13,3765
Two Worlds,Role-Playing,0.41,0.23,0.0,0.07,0.71,3766
Two Worlds II,Role-Playing,0.25,0.09333333333333334,0.03,0.04,0.4066666666666667,3767
Ty the Tasmanian Tiger,Platform,0.14,0.04,0.0,0.01,0.18,3768
Ty the Tasmanian Tiger 2: Bush Rescue,Platform,0.08,0.02,0.0,0.0,0.11,3769
Ty the Tasmanian Tiger 3: Night of the Quinkan,Action,0.02,0.01,0.0,0.0,0.02,3770
Tycoon City: New York,Strategy,0.0,0.02,0.0,0.0,0.02,3771
U-Sing,Misc,0.0,0.32,0.0,0.03,0.36,3772
U-Sing  2,Misc,0.0,0.08,0.0,0.01,0.09,3773
U-Sing: Girls Night,Misc,0.0,0.21,0.0,0.04,0.25,3774
UEFA Champions League 2006-2007,Sports,0.04,0.01,0.0,0.0,0.05,3775
UEFA Euro 2004: Portugal,Sports,0.04,0.01,0.0,0.0,0.05,3776
UEFA Euro 2008 Austria-Switzerland,Sports,0.08,0.25,0.0,0.045,0.38,3777
UEFA Euro 2016,Sports,0.0,0.145,0.025,0.02,0.195,3778
UFC 2009 Undisputed,Fighting,1.275,0.42000000000000004,0.005,0.215,1.92,3779
UFC Personal Trainer: The Ultimate Fitness System,Sports,0.24333333333333332,0.11333333333333334,0.0,0.04,0.3933333333333333,3780
UFC Undisputed 2010,Fighting,0.8500000000000001,0.36,0.01,0.15,1.375,3781
UFC Undisputed 3,Action,0.635,0.275,0.015,0.1,1.025,3782
UFC: Tapout,Fighting,0.14,0.05,0.0,0.01,0.2,3783
UFC: Tapout 2,Fighting,0.08,0.02,0.0,0.0,0.1,3784
